DATE,CANLORSGPNOSTSAM
1979-07-01,101.297174258572
1979-08-01,101.343817363245
1979-09-01,101.375394341548
1979-10-01,101.39375562432
1979-11-01,101.397349850521
1979-12-01,101.380809378871
1980-01-01,101.335785346144
1980-02-01,101.254273640502
1980-03-01,101.134145389665
1980-04-01,100.987399129074
1980-05-01,100.835267771022
1980-06-01,100.705459162481
1980-07-01,100.630061516921
1980-08-01,100.640347068179
1980-09-01,100.757963746153
1980-10-01,100.980056543103
1980-11-01,101.289254897646
1980-12-01,101.655995301675
1981-01-01,102.034511498507
1981-02-01,102.373384566379
1981-03-01,102.625573529477
1981-04-01,102.761587992102
1981-05-01,102.765836087248
1981-06-01,102.641102628103
1981-07-01,102.409836133946
1981-08-01,102.103972652576
1981-09-01,101.750173004158
1981-10-01,101.360737047686
1981-11-01,100.938151880641
1981-12-01,100.482196321652
1982-01-01,99.9992877918675
1982-02-01,99.4984082240595
1982-03-01,98.9890282043089
1982-04-01,98.4803472486542
1982-05-01,97.9818446844044
1982-06-01,97.5037272371865
1982-07-01,97.0565862252674
1982-08-01,96.6557260894542
1982-09-01,96.3231212517565
1982-10-01,96.085994112062
1982-11-01,95.9697127994117
1982-12-01,95.9837895640957
1983-01-01,96.1167491936589
1983-02-01,96.3391175845922
1983-03-01,96.6151270920691
1983-04-01,96.9076294795699
1983-05-01,97.1856100356936
1983-06-01,97.4302849003735
1983-07-01,97.6419067395807
1983-08-01,97.8314164729511
1983-09-01,98.013961139036
1983-10-01,98.203573879331
1983-11-01,98.4112492841
1983-12-01,98.6421351662047
1984-01-01,98.8910223260171
1984-02-01,99.1459312835583
1984-03-01,99.3900317542136
1984-04-01,99.6027831162283
1984-05-01,99.7672490745064
1984-06-01,99.8793513717014
1984-07-01,99.9601934419469
1984-08-01,100.039199352456
1984-09-01,100.139219098703
1984-10-01,100.261572406227
1984-11-01,100.394694704425
1984-12-01,100.520903261721
1985-01-01,100.622171548284
1985-02-01,100.685332943574
1985-03-01,100.708877021841
1985-04-01,100.712230254279
1985-05-01,100.721846862473
1985-06-01,100.758699315967
1985-07-01,100.825308943864
1985-08-01,100.911564407149
1985-09-01,100.998248821659
1985-10-01,101.059062319181
1985-11-01,101.068769396998
1985-12-01,101.013156572131
1986-01-01,100.902493802578
1986-02-01,100.755578454186
1986-03-01,100.587801584585
1986-04-01,100.402022269032
1986-05-01,100.19422020261
1986-06-01,99.9604800512702
1986-07-01,99.7055572772665
1986-08-01,99.4437699608677
1986-09-01,99.2015236779531
1986-10-01,99.0204984809741
1986-11-01,98.9415086061759
1986-12-01,98.9844660719567
1987-01-01,99.1296399870528
1987-02-01,99.3377191858472
1987-03-01,99.5707977133184
1987-04-01,99.8090049131483
1987-05-01,100.044730838225
1987-06-01,100.276566052415
1987-07-01,100.503470448036
1987-08-01,100.724677605132
1987-09-01,100.940069793528
1987-10-01,101.151098021219
1987-11-01,101.357716890242
1987-12-01,101.555788229918
1988-01-01,101.734980147624
1988-02-01,101.881526957306
1988-03-01,101.982597192877
1988-04-01,102.033260463165
1988-05-01,102.034707020129
1988-06-01,101.996322464398
1988-07-01,101.94153424209
1988-08-01,101.897497397733
1988-09-01,101.886388331789
1988-10-01,101.916361894153
1988-11-01,101.985767447274
1988-12-01,102.084690278926
1989-01-01,102.193951159849
1989-02-01,102.292268265086
1989-03-01,102.363034918543
1989-04-01,102.402233115917
1989-05-01,102.411993614619
1989-06-01,102.396726068597
1989-07-01,102.361690650716
1989-08-01,102.313189891416
1989-09-01,102.260508615149
1989-10-01,102.219138034536
1989-11-01,102.20191952507
1989-12-01,102.209716794068
1990-01-01,102.220628891313
1990-02-01,102.203404443
1990-03-01,102.130889471625
1990-04-01,101.995714011874
1990-05-01,101.800030030828
1990-06-01,101.549912741969
1990-07-01,101.254294613649
1990-08-01,100.921537920714
1990-09-01,100.559477146976
1990-10-01,100.178270046472
1990-11-01,99.7915320668071
1990-12-01,99.4189334096381
1991-01-01,99.0892643568748
1991-02-01,98.8312207214192
1991-03-01,98.6613781912338
1991-04-01,98.5671057488968
1991-05-01,98.5239430082083
1991-06-01,98.5072247889759
1991-07-01,98.4999378044242
1991-08-01,98.4915674696625
1991-09-01,98.4761899628312
1991-10-01,98.4505201347573
1991-11-01,98.4134003847366
1991-12-01,98.3658593623688
1992-01-01,98.3118067218536
1992-02-01,98.2569006613263
1992-03-01,98.2076816119408
1992-04-01,98.1705571157904
1992-05-01,98.1512081432148
1992-06-01,98.1528915857266
1992-07-01,98.173214169958
1992-08-01,98.2079632126206
1992-09-01,98.2533091574032
1992-10-01,98.3066849866808
1992-11-01,98.3673547401886
1992-12-01,98.4361063291543
1993-01-01,98.5141147724388
1993-02-01,98.6024997523488
1993-03-01,98.7009002945159
1993-04-01,98.8049781946346
1993-05-01,98.9087556836079
1993-06-01,99.0062210686131
1993-07-01,99.0926333626906
1993-08-01,99.1670493515454
1993-09-01,99.2353170703046
1993-10-01,99.3136037872948
1993-11-01,99.4210123732048
1993-12-01,99.5711910351225
1994-01-01,99.761514012391
1994-02-01,99.9813606035582
1994-03-01,100.217153866493
1994-04-01,100.454963232483
1994-05-01,100.681858006572
1994-06-01,100.88681181196
1994-07-01,101.06208376214
1994-08-01,101.202312270569
1994-09-01,101.305428039987
1994-10-01,101.375778377076
1994-11-01,101.417873344171
1994-12-01,101.432222483983
1995-01-01,101.41297757267
1995-02-01,101.351886467465
1995-03-01,101.244422740237
1995-04-01,101.098628170904
1995-05-01,100.927579242668
1995-06-01,100.74446256085
1995-07-01,100.559357286757
1995-08-01,100.378777680523
1995-09-01,100.205219716141
1995-10-01,100.036236986867
1995-11-01,99.8689057706369
1995-12-01,99.7037433783915
1996-01-01,99.5482954558265
1996-02-01,99.4130349490192
1996-03-01,99.3064576357499
1996-04-01,99.2286128263768
1996-05-01,99.1759379315079
1996-06-01,99.1437752482503
1996-07-01,99.1268534420944
1996-08-01,99.1217869267615
1996-09-01,99.1282477726661
1996-10-01,99.149058437028
1996-11-01,99.188130496003
1996-12-01,99.2471508356174
1997-01-01,99.3207229594565
1997-02-01,99.4010312359056
1997-03-01,99.4811894361258
1997-04-01,99.5578476515206
1997-05-01,99.6298338705421
1997-06-01,99.6968041620969
1997-07-01,99.7579918683668
1997-08-01,99.8125253932503
1997-09-01,99.8599353168821
1997-10-01,99.9009203745078
1997-11-01,99.9340519551408
1997-12-01,99.9527578568567
1998-01-01,99.942706165311
1998-02-01,99.8899108880639
1998-03-01,99.7906821690909
1998-04-01,99.6643341700151
1998-05-01,99.539897975405
1998-06-01,99.4448207491868
1998-07-01,99.393639002791
1998-08-01,99.3930613717016
1998-09-01,99.4437472212767
1998-10-01,99.5383087224121
1998-11-01,99.6653836662333
1998-12-01,99.8104045127868
1999-01-01,99.9539070275771
1999-02-01,100.078658027421
1999-03-01,100.176787565217
1999-04-01,100.258135002914
1999-05-01,100.339792847203
1999-06-01,100.436799215114
1999-07-01,100.552793762554
1999-08-01,100.685579240931
1999-09-01,100.831256636191
1999-10-01,100.987112598649
1999-11-01,101.150619678898
1999-12-01,101.317685630601
2000-01-01,101.48033785834
2000-02-01,101.628832736217
2000-03-01,101.754096131816
2000-04-01,101.851204516636
2000-05-01,101.916017157133
2000-06-01,101.943885727965
2000-07-01,101.930761436188
2000-08-01,101.873547345599
2000-09-01,101.773492746759
2000-10-01,101.642819356671
2000-11-01,101.495993974366
2000-12-01,101.34345044595
2001-01-01,101.186745417281
2001-02-01,101.022272955531
2001-03-01,100.845428870965
2001-04-01,100.655470934092
2001-05-01,100.455762419312
2001-06-01,100.255137777151
2001-07-01,100.070140939519
2001-08-01,99.920227649401
2001-09-01,99.8221407687738
2001-10-01,99.7820313680786
2001-11-01,99.7986743270134
2001-12-01,99.8625686951224
2002-01-01,99.951009004239
2002-02-01,100.038877046943
2002-03-01,100.107740769315
2002-04-01,100.155073042945
2002-05-01,100.185869099173
2002-06-01,100.205866238433
2002-07-01,100.216037007068
2002-08-01,100.214041276787
2002-09-01,100.196459101849
2002-10-01,100.161964318298
2002-11-01,100.108945507313
2002-12-01,100.034434749937
2003-01-01,99.9344589592634
2003-02-01,99.8061853978919
2003-03-01,99.6519562959356
2003-04-01,99.4853783455966
2003-05-01,99.3242091148215
2003-06-01,99.1843198044679
2003-07-01,99.073465076328
2003-08-01,98.9948945847776
2003-09-01,98.9489259144785
2003-10-01,98.9322570075369
2003-11-01,98.9418170324443
2003-12-01,98.9765523247284
2004-01-01,99.037381625242
2004-02-01,99.1261491230122
2004-03-01,99.2427461063587
2004-04-01,99.3802476855267
2004-05-01,99.5282433369831
2004-06-01,99.6746851943531
2004-07-01,99.8070170718894
2004-08-01,99.91360059522
2004-09-01,99.9862020060341
2004-10-01,100.024366671815
2004-11-01,100.032518539551
2004-12-01,100.019580149767
2005-01-01,100.000817171369
2005-02-01,99.9933105193201
2005-03-01,100.011997202046
2005-04-01,100.065054953471
2005-05-01,100.155803063854
2005-06-01,100.282223758213
2005-07-01,100.433854536715
2005-08-01,100.596900594654
2005-09-01,100.757648838894
2005-10-01,100.905196789339
2005-11-01,101.029918924605
2005-12-01,101.123009330614
2006-01-01,101.177801729793
2006-02-01,101.189805983405
2006-03-01,101.159637871072
2006-04-01,101.099143655601
2006-05-01,101.0240958912
2006-06-01,100.94928199659
2006-07-01,100.884885936545
2006-08-01,100.838090432095
2006-09-01,100.814133550849
2006-10-01,100.816300282005
2006-11-01,100.847104774665
2006-12-01,100.907784837883
2007-01-01,100.99592196069
2007-02-01,101.106412603896
2007-03-01,101.230630374332
2007-04-01,101.354141556847
2007-05-01,101.460947294231
2007-06-01,101.537966631056
2007-07-01,101.58089589238
2007-08-01,101.590411484696
2007-09-01,101.570950310213
2007-10-01,101.532027146831
2007-11-01,101.4850386915
2007-12-01,101.441629314568
2008-01-01,101.412801062564
2008-02-01,101.40710800338
2008-03-01,101.427941294131
2008-04-01,101.469258649381
2008-05-01,101.515781026355
2008-06-01,101.541791439195
2008-07-01,101.509677935501
2008-08-01,101.380300419358
2008-09-01,101.127657270646
2008-10-01,100.746630455427
2008-11-01,100.253118139326
2008-12-01,99.6793293070336
2009-01-01,99.0769403088703
2009-02-01,98.5024440052235
2009-03-01,98.0051464113664
2009-04-01,97.613734584327
2009-05-01,97.343485196832
2009-06-01,97.195577610376
2009-07-01,97.1643205894922
2009-08-01,97.2341495902354
2009-09-01,97.384889176524
2009-10-01,97.5895243908926
2009-11-01,97.8211476384699
2009-12-01,98.0559363951358
2010-01-01,98.2740889404729
2010-02-01,98.46152925402
2010-03-01,98.6126263811236
2010-04-01,98.7348989209874
2010-05-01,98.8417545606352
2010-06-01,98.9470471453402
2010-07-01,99.0605394645084
2010-08-01,99.1873326051598
2010-09-01,99.326510908593
2010-10-01,99.4686216811327
2010-11-01,99.6009906463586
2010-12-01,99.7126572872519
2011-01-01,99.7998429283672
2011-02-01,99.8651391454946
2011-03-01,99.9182591060137
2011-04-01,99.9781821576276
2011-05-01,100.063968533375
2011-06-01,100.184954541461
2011-07-01,100.328900497266
2011-08-01,100.473186558438
2011-09-01,100.594212789683
2011-10-01,100.676688649574
2011-11-01,100.71193707038
2011-12-01,100.698816491361
2012-01-01,100.647865271573
2012-02-01,100.573038959485
2012-03-01,100.486096361513
2012-04-01,100.392679407968
2012-05-01,100.294966616112
2012-06-01,100.194726523576
2012-07-01,100.096610606805
2012-08-01,100.007454217122
2012-09-01,99.9353988221292
2012-10-01,99.888352915095
2012-11-01,99.8727463939576
2012-12-01,99.8904632622306
2013-01-01,99.9334722579532
2013-02-01,99.99099032683
2013-03-01,100.054759021327
2013-04-01,100.123237163543
2013-05-01,100.198592840223
2013-06-01,100.283321131732
2013-07-01,100.376330098443
2013-08-01,100.473504200802
2013-09-01,100.5676384295
2013-10-01,100.648046436744
2013-11-01,100.705667490419
2013-12-01,100.739140339596
2014-01-01,100.762468808932
2014-02-01,100.795169720816
2014-03-01,100.853173267184
2014-04-01,100.939082792762
2014-05-01,101.047063278269
2014-06-01,101.165692811281
2014-07-01,101.279219022087
2014-08-01,101.369252370757
2014-09-01,101.416859171978
2014-10-01,101.406379762128
2014-11-01,101.326615899833
2014-12-01,101.176166822459
2015-01-01,100.973610864957
2015-02-01,100.745361584004
2015-03-01,100.517384991759
2015-04-01,100.308966746064
2015-05-01,100.132764780357
2015-06-01,99.9935324838325
2015-07-01,99.8845707412121
2015-08-01,99.7951453160859
2015-09-01,99.7156743899309
2015-10-01,99.6414978600417
2015-11-01,99.5699161055596
2015-12-01,99.4968699873077
2016-01-01,99.4134494135565
2016-02-01,99.3127440497871
2016-03-01,99.1973693541408
2016-04-01,99.0881307208961
2016-05-01,99.0113257992006
2016-06-01,98.9857167558041
2016-07-01,99.007218367282
2016-08-01,99.0625815377467
2016-09-01,99.1395189805849
2016-10-01,99.2343320152649
2016-11-01,99.348063882037
2016-12-01,99.481317649549
2017-01-01,99.6276350597538
2017-02-01,99.7768069428292
2017-03-01,99.9171825834002
2017-04-01,100.037723609687
2017-05-01,100.129509560327
2017-06-01,100.188616267929
2017-07-01,100.220992417119
2017-08-01,100.236733823991
2017-09-01,100.246237684261
2017-10-01,100.25754539112
2017-11-01,100.276269858518
2017-12-01,100.305390073345
2018-01-01,100.344507199191
2018-02-01,100.391438583734
2018-03-01,100.443084546546
2018-04-01,100.495729532892
2018-05-01,100.544878941379
2018-06-01,100.585027051429
2018-07-01,100.609683303907
2018-08-01,100.612961891581
2018-09-01,100.592293051542
2018-10-01,100.552666708215
2018-11-01,100.503765524427
2018-12-01,100.458491561367
2019-01-01,100.432210018589
2019-02-01,100.437702530402
2019-03-01,100.478822044427
2019-04-01,100.541876304516
2019-05-01,100.60585566027
2019-06-01,100.651080161449
2019-07-01,100.667814318247
2019-08-01,100.652975116447
2019-09-01,100.608888595085
2019-10-01,100.544314993147
2019-11-01,100.469801754035
2019-12-01,100.394565250389
2020-01-01,100.324152724631
2020-02-01,100.261447561864
2020-03-01,93.9746270701259
2020-04-01,89.873445208521
2020-05-01,87.7699554432697
2020-06-01,90.0339986732435
2020-07-01,92.2891337254125
2020-08-01,94.5426290003166
2020-09-01,95.059982751464
2020-10-01,95.5799746429169
2020-11-01,96.0942371238631
2020-12-01,96.3609953971256
2021-01-01,96.6233656635106
2021-02-01,96.8828210527869
2021-03-01,96.6794222661312
2021-04-01,96.4747890191348
2021-05-01,96.2673164899592
2021-06-01,96.2851395269195
2021-07-01,96.2994129034269
2021-08-01,96.3191136367808
