"Date","Bank of Canada Target Overnight Rate"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Oct 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Nov 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Dec 2017","1"
"Jan 2018","1"
"Jan 2018","1"
"Jan 2018","1"
"Jan 2018","1"
"Jan 2018","1"
"Jan 2018","1"
"Jan 2018","1"
"Jan 2018","1"
"Jan 2018","1"
"Jan 2018","1"
"Jan 2018","1"
"Jan 2018","1.25"
"Jan 2018","1.25"
"Jan 2018","1.25"
"Jan 2018","1.25"
"Jan 2018","1.25"
"Jan 2018","1.25"
"Jan 2018","1.25"
"Jan 2018","1.25"
"Jan 2018","1.25"
"Jan 2018","1.25"
"Jan 2018","1.25"
"Jan 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Feb 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Mar 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"Apr 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"May 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jun 2018","1.25"
"Jul 2018","1.25"
"Jul 2018","1.25"
"Jul 2018","1.25"
"Jul 2018","1.25"
"Jul 2018","1.25"
"Jul 2018","1.25"
"Jul 2018","1.25"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Jul 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Aug 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Sep 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.5"
"Oct 2018","1.75"
"Oct 2018","1.75"
"Oct 2018","1.75"
"Oct 2018","1.75"
"Oct 2018","1.75"
"Oct 2018","1.75"
"Oct 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Nov 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Dec 2018","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Jan 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Feb 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Mar 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"Apr 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"May 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jun 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Jul 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Aug 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Sep 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Oct 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Nov 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Dec 2019","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Jan 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Feb 2020","1.75"
"Mar 2020","1.75"
"Mar 2020","1.75"
"Mar 2020","1.25"
"Mar 2020","1.25"
"Mar 2020","1.25"
"Mar 2020","1.25"
"Mar 2020","1.25"
"Mar 2020","1.25"
"Mar 2020","1.25"
"Mar 2020","1.25"
"Mar 2020","0.75"
"Mar 2020","0.75"
"Mar 2020","0.75"
"Mar 2020","0.75"
"Mar 2020","0.75"
"Mar 2020","0.75"
"Mar 2020","0.75"
"Mar 2020","0.75"
"Mar 2020","0.75"
"Mar 2020","0.25"
"Mar 2020","0.25"
"Mar 2020","0.25"
"Mar 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"Apr 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"May 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jun 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Jul 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Aug 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Sep 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Oct 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Nov 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Dec 2020","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Jan 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Feb 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Mar 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"Apr 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"May 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jun 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Jul 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Aug 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Sep 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Oct 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
"Nov 2021","0.25"
